coordinates,footprint,product_name,success,error,part,filename,acquisition_date,end_date,satellite,swath_mode,polarization,orbit_num,data_take
"[[[145.5522, 17.3358], [146.2823, 17.4216], [145.9, 19.3978], [145.1612, 19.3133], [145.5522, 17.3358]]]",,S1A_S6_RAW__0SVH_2023-11-09T08:29:04_2023-11-09T08:29:36_051138_062ADD,False,,PT2,s1a-s6-raw-s-vh-20231109t082904-20231109t082936-051138-062add.zarr,2023-11-09T08:29:04,2023-11-09T08:29:36,S1A,S6,VH,051138,062add
"[[[-24.5553, 14.1235], [-23.8368, 14.2115], [-24.0807, 15.4586], [-24.8034, 15.3716], [-24.5553, 14.1235]]]",,S1A_S6_RAW__0SVH_2023-11-16T19:51:34_2023-11-16T19:51:55_051247_062EA3,False,,PT2,s1a-s6-raw-s-vh-20231116t195134-20231116t195155-051247-062ea3.zarr,2023-11-16T19:51:34,2023-11-16T19:51:55,S1A,S6,VH,051247,062ea3
"[[[-46.4491, -24.7332], [-45.6834, -24.5912], [-46.219, -22.7699], [-46.9742, -22.9078], [-46.4491, -24.7332]]]",,S1A_S6_RAW__0SVH_2023-12-01T21:44:13_2023-12-01T21:44:44_051466_063635,False,,PT2,s1a-s6-raw-s-vh-20231201t214413-20231201t214444-051466-063635.zarr,2023-12-01T21:44:13,2023-12-01T21:44:44,S1A,S6,VH,051466,063635
"[[[-88.0214, 40.7527], [-87.6792, 42.2987], [-88.6275, 42.3766], [-88.9469, 40.8304], [-88.0214, 40.7527]]]",,S1A_S6_RAW__0SVH_2023-12-12T11:55:30_2023-12-12T11:55:55_051621_063BA8,False,,PT2,s1a-s6-raw-s-vh-20231212t115530-20231212t115555-051621-063ba8.zarr,2023-12-12T11:55:30,2023-12-12T11:55:55,S1A,S6,VH,051621,063ba8
"[[[-5.7373, -17.384], [-5.2689, -15.5489], [-5.9914, -15.4256], [-6.4666, -17.2573], [-5.7373, -17.384]]]",,S1A_S6_RAW__0SVH_2024-01-03T05:52:56_2024-01-03T05:53:27_051938_064680,False,,PT2,s1a-s6-raw-s-vh-20240103t055256-20240103t055327-051938-064680.zarr,2024-01-03T05:52:56,2024-01-03T05:53:27,S1A,S6,VH,051938,064680
"[[[-88.0192, 40.7528], [-87.6768, 42.2988], [-88.6252, 42.3767], [-88.9447, 40.8306], [-88.0192, 40.7528]]]",,S1A_S6_RAW__0SVH_2024-01-05T11:55:28_2024-01-05T11:55:54_051971_0647AE,False,,PT2,s1a-s6-raw-s-vh-20240105t115528-20240105t115554-051971-0647ae.zarr,2024-01-05T11:55:28,2024-01-05T11:55:54,S1A,S6,VH,051971,0647ae
"[[[-46.4487, -24.733], [-45.683, -24.5909], [-46.2185, -22.7697], [-46.9737, -22.9076], [-46.4487, -24.733]]]",,S1A_S6_RAW__0SVH_2024-01-06T21:44:11_2024-01-06T21:44:42_051991_064863,False,,PT2,s1a-s6-raw-s-vh-20240106t214411-20240106t214442-051991-064863.zarr,2024-01-06T21:44:11,2024-01-06T21:44:42,S1A,S6,VH,051991,064863
"[[[55.6302, -22.0186], [56.3805, -21.8827], [55.952, -20.3551], [55.2094, -20.4878], [55.6302, -22.0186]]]",,S1A_S6_RAW__0SVH_2024-02-01T14:53:30_2024-02-01T14:53:56_052366_06550C,False,,PT2,s1a-s6-raw-s-vh-20240201t145330-20240201t145356-052366-06550c.zarr,2024-02-01T14:53:30,2024-02-01T14:53:56,S1A,S6,VH,052366,06550c
"[[[145.251, 18.8478], [145.9876, 18.9325], [145.6305, 20.7834], [144.885, 20.6997], [145.251, 18.8478]]]",,S1A_S6_RAW__0SVH_2024-02-13T08:29:50_2024-02-13T08:30:21_052538_065AD0,False,,PT2,s1a-s6-raw-s-vh-20240213t082950-20240213t083021-052538-065ad0.zarr,2024-02-13T08:29:50,2024-02-13T08:30:21,S1A,S6,VH,052538,065ad0
"[[[-24.5555, 14.1237], [-23.837, 14.2117], [-24.0809, 15.4589], [-24.8036, 15.3718], [-24.5555, 14.1237]]]",,S1A_S6_RAW__0SVH_2024-03-03T19:51:31_2024-03-03T19:51:51_052822_066482,False,,PT2,s1a-s6-raw-s-vh-20240303t195131-20240303t195151-052822-066482.zarr,2024-03-03T19:51:31,2024-03-03T19:51:51,S1A,S6,VH,052822,066482
"[[[145.257, 18.8477], [145.9936, 18.9324], [145.6366, 20.7833], [144.8911, 20.6996], [145.257, 18.8477]]]",,S1A_S6_RAW__0SVH_2024-04-13T08:29:25_2024-04-13T08:29:58_053413_067A9F,False,,PT2,s1a-s6-raw-s-vh-20240413t082925-20240413t082958-053413-067a9f.zarr,2024-04-13T08:29:25,2024-04-13T08:29:58,S1A,S6,VH,053413,067a9f
"[[[145.257, 18.8477], [145.9936, 18.9324], [145.6366, 20.7833], [144.8911, 20.6996], [145.257, 18.8477]]]",,S1A_S6_RAW__0SVH_2024-04-13T08:29:50_2024-04-13T08:30:20_053413_067A9F,False,,PT2,s1a-s6-raw-s-vh-20240413t082950-20240413t083020-053413-067a9f.zarr,2024-04-13T08:29:50,2024-04-13T08:30:20,S1A,S6,VH,053413,067a9f
"[[[145.5515, 17.3354], [146.2815, 17.4211], [145.8993, 19.3974], [145.1606, 19.3129], [145.5515, 17.3354]]]",,S1A_S6_RAW__0SVH_2024-06-12T08:29:01_2024-06-12T08:29:33_054288_069A8E,False,,PT2,s1a-s6-raw-s-vh-20240612t082901-20240612t082933-054288-069a8e.zarr,2024-06-12T08:29:01,2024-06-12T08:29:33,S1A,S6,VH,054288,069a8e
"[[[55.6297, -22.0242], [56.3801, -21.8884], [55.9516, -20.3608], [55.209, -20.4934], [55.6297, -22.0242]]]",,S1A_S6_RAW__0SVH_2024-06-24T14:53:30_2024-06-24T14:53:56_054466_06A0C0,False,,PT2,s1a-s6-raw-s-vh-20240624t145330-20240624t145356-054466-06a0c0.zarr,2024-06-24T14:53:30,2024-06-24T14:53:56,S1A,S6,VH,054466,06a0c0
"[[[55.6288, -22.0194], [56.3791, -21.8836], [55.9507, -20.356], [55.2081, -20.4886], [55.6288, -22.0194]]]",,S1A_S6_RAW__0SVH_2024-07-06T14:53:30_2024-07-06T14:53:55_054641_06A6D5,False,,PT2,s1a-s6-raw-s-vh-20240706t145330-20240706t145355-054641-06a6d5.zarr,2024-07-06T14:53:30,2024-07-06T14:53:55,S1A,S6,VH,054641,06a6d5
"[[[145.5517, 17.3356], [146.2817, 17.4213], [145.8995, 19.3976], [145.1608, 19.3131], [145.5517, 17.3356]]]",,S1A_S6_RAW__0SVH_2024-07-18T08:28:59_2024-07-18T08:29:32_054813_06ACC5,False,,PT2,s1a-s6-raw-s-vh-20240718t082859-20240718t082932-054813-06acc5.zarr,2024-07-18T08:28:59,2024-07-18T08:29:32,S1A,S6,VH,054813,06acc5
"[[[-24.5543, 14.123], [-23.8358, 14.2109], [-24.0797, 15.4581], [-24.8024, 15.371], [-24.5543, 14.123]]]",,S1A_S6_RAW__0SVH_2024-08-18T19:51:30_2024-08-18T19:51:50_055272_06BD0C,False,,PT2,s1a-s6-raw-s-vh-20240818t195130-20240818t195150-055272-06bd0c.zarr,2024-08-18T19:51:30,2024-08-18T19:51:50,S1A,S6,VH,055272,06bd0c
"[[[-88.0192, 40.7524], [-87.6769, 42.2985], [-88.6252, 42.3764], [-88.9446, 40.8302], [-88.0192, 40.7524]]]",,S1A_S6_RAW__0SVH_2024-09-01T11:55:26_2024-09-01T11:55:52_055471_06C461,False,,PT2,s1a-s6-raw-s-vh-20240901t115526-20240901t115552-055471-06c461.zarr,2024-09-01T11:55:26,2024-09-01T11:55:52,S1A,S6,VH,055471,06c461
"[[[145.2516, 18.8478], [145.9881, 18.9326], [145.6312, 20.7834], [144.8857, 20.6998], [145.2516, 18.8478]]]",,S1A_S6_RAW__0SVH_2024-11-15T08:29:25_2024-11-15T08:29:58_056563_06EF96,False,,PT2,s1a-s6-raw-s-vh-20241115t082925-20241115t082958-056563-06ef96.zarr,2024-11-15T08:29:25,2024-11-15T08:29:58,S1A,S6,VH,056563,06ef96
"[[[-12.6031, -38.8617], [-11.8875, -37.0661], [-12.7548, -36.8881], [-13.4906, -38.6772], [-12.6031, -38.8617]]]",,S1A_S6_RAW__0SVH_2024-11-22T05:58:56_2024-11-22T05:59:27_056663_06F3A4,False,,PT2,s1a-s6-raw-s-vh-20241122t055856-20241122t055927-056663-06f3a4.zarr,2024-11-22T05:58:56,2024-11-22T05:59:27,S1A,S6,VH,056663,06f3a4
"[[[145.5517, 17.3357], [146.2818, 17.4214], [145.8995, 19.3977], [145.1608, 19.3132], [145.5517, 17.3357]]]",,S1A_S6_RAW__0SVH_2024-11-27T08:28:59_2024-11-27T08:29:32_056738_06F697,False,,PT2,s1a-s6-raw-s-vh-20241127t082859-20241127t082932-056738-06f697.zarr,2024-11-27T08:28:59,2024-11-27T08:29:32,S1A,S6,VH,056738,06f697
"[[[145.252, 18.8473], [145.9886, 18.932], [145.6317, 20.7829], [144.8862, 20.6992], [145.252, 18.8473]]]",,S1A_S6_RAW__0SVH_2025-01-02T08:29:46_2025-01-02T08:30:17_057263_070B5A,False,,PT2,s1a-s6-raw-s-vh-20250102t082946-20250102t083017-057263-070b5a.zarr,2025-01-02T08:29:46,2025-01-02T08:30:17,S1A,S6,VH,057263,070b5a
"[[[-24.5535, 14.1237], [-23.835, 14.2117], [-24.0788, 15.4589], [-24.8016, 15.3718], [-24.5535, 14.1237]]]",,S1A_S6_RAW__0SVH_2025-01-09T19:51:26_2025-01-09T19:51:46_057372_070FAD,False,,PT2,s1a-s6-raw-s-vh-20250109t195126-20250109t195146-057372-070fad.zarr,2025-01-09T19:51:26,2025-01-09T19:51:46,S1A,S6,VH,057372,070fad
"[[[145.5507, 17.3358], [146.2808, 17.4216], [145.8985, 19.3978], [145.1597, 19.3134], [145.5507, 17.3358]]]",,S1A_S6_RAW__0SVH_2025-01-26T08:28:54_2025-01-26T08:29:27_057613_07193C,False,,PT2,s1a-s6-raw-s-vh-20250126t082854-20250126t082927-057613-07193c.zarr,2025-01-26T08:28:54,2025-01-26T08:29:27,S1A,S6,VH,057613,07193c
"[[[145.5498, 17.3359], [146.2799, 17.4216], [145.8976, 19.3979], [145.1588, 19.3134], [145.5498, 17.3359]]]",,S1A_S6_RAW__0SVH_2025-02-07T08:28:54_2025-02-07T08:29:27_057788_072028,False,,PT2,s1a-s6-raw-s-vh-20250207t082854-20250207t082927-057788-072028.zarr,2025-02-07T08:28:54,2025-02-07T08:29:27,S1A,S6,VH,057788,072028
"[[[-46.4491, -24.7334], [-45.6834, -24.5914], [-46.2189, -22.7702], [-46.9742, -22.908], [-46.4491, -24.7334]]]",,S1A_S6_RAW__0SVH_2025-03-13T21:44:03_2025-03-13T21:44:34_058291_073495,False,,PT2,s1a-s6-raw-s-vh-20250313t214403-20250313t214434-058291-073495.zarr,2025-03-13T21:44:03,2025-03-13T21:44:34,S1A,S6,VH,058291,073495
"[[[-97.1206, 5.9771], [-96.7168, 7.953], [-97.4196, 8.0459], [-97.8203, 6.0719], [-97.1206, 5.9771]]]",,S1A_S6_RAW__0SVH_2025-04-22T12:12:38_2025-04-22T12:13:11_058869_074BEA,False,,PT2,s1a-s6-raw-s-vh-20250422t121238-20250422t121311-058869-074bea.zarr,2025-04-22T12:12:38,2025-04-22T12:13:11,S1A,S6,VH,058869,074bea
"[[[-99.0335, -3.0647], [-98.6055, -1.0929], [-99.3011, -0.9907], [-99.7299, -2.9601], [-99.0335, -3.0647]]]",,S1A_S6_RAW__0SVH_2025-04-22T12:15:08_2025-04-22T12:15:41_058869_074BEA,False,,PT2,s1a-s6-raw-s-vh-20250422t121508-20250422t121541-058869-074bea.zarr,2025-04-22T12:15:08,2025-04-22T12:15:41,S1A,S6,VH,058869,074bea
"[[[-88.0192, 40.7526], [-87.6769, 42.2986], [-88.6252, 42.3765], [-88.9447, 40.8304], [-88.0192, 40.7526]]]",,S1A_S6_RAW__0SVV_2023-05-10T11:55:24_2023-05-10T11:55:49_048471_05D4AB,False,,PT2,s1a-s6-raw-s-vv-20230510t115524-20230510t115549-048471-05d4ab.zarr,2023-05-10T11:55:24,2023-05-10T11:55:49,S1A,S6,VV,048471,05d4ab
"[[[145.2496, 18.8492], [145.9862, 18.9339], [145.6291, 20.7848], [144.8837, 20.7011], [145.2496, 18.8492]]]",,S1A_S6_RAW__0SVV_2023-05-13T08:29:22_2023-05-13T08:29:55_048513_05D5E3,False,,PT2,s1a-s6-raw-s-vv-20230513t082922-20230513t082955-048513-05d5e3.zarr,2023-05-13T08:29:22,2023-05-13T08:29:55,S1A,S6,VV,048513,05d5e3
"[[[55.6291, -22.0167], [56.3794, -21.8808], [55.9508, -20.3532], [55.2082, -20.4859], [55.6291, -22.0167]]]",,S1A_S6_RAW__0SVV_2023-05-13T14:53:27_2023-05-13T14:53:53_048516_05D5FD,False,,PT2,s1a-s6-raw-s-vv-20230513t145327-20230513t145353-048516-05d5fd.zarr,2023-05-13T14:53:27,2023-05-13T14:53:53,S1A,S6,VV,048516,05d5fd
"[[[-88.0174, 40.7528], [-87.6751, 42.2988], [-88.6233, 42.3767], [-88.9428, 40.8306], [-88.0174, 40.7528]]]",,S1A_S6_RAW__0SVV_2023-06-27T11:55:26_2023-06-27T11:55:52_049171_05E9B7,False,,PT2,s1a-s6-raw-s-vv-20230627t115526-20230627t115552-049171-05e9b7.zarr,2023-06-27T11:55:26,2023-06-27T11:55:52,S1A,S6,VV,049171,05e9b7
"[[[-46.4468, -24.7329], [-45.681, -24.5909], [-46.2166, -22.7697], [-46.9718, -22.9076], [-46.4468, -24.7329]]]",,S1A_S6_RAW__0SVV_2023-06-28T21:44:09_2023-06-28T21:44:40_049191_05EA4F,False,,PT2,s1a-s6-raw-s-vv-20230628t214409-20230628t214440-049191-05ea4f.zarr,2023-06-28T21:44:09,2023-06-28T21:44:40,S1A,S6,VV,049191,05ea4f
"[[[145.25, 18.8478], [145.9866, 18.9326], [145.6296, 20.7834], [144.8841, 20.6997], [145.25, 18.8478]]]",,S1A_S6_RAW__0SVV_2023-07-12T08:29:51_2023-07-12T08:30:21_049388_05F05F,False,,PT2,s1a-s6-raw-s-vv-20230712t082951-20230712t083021-049388-05f05f.zarr,2023-07-12T08:29:51,2023-07-12T08:30:21,S1A,S6,VV,049388,05f05f
"[[[-24.5543, 14.1234], [-23.8358, 14.2113], [-24.0797, 15.4585], [-24.8024, 15.3715], [-24.5543, 14.1234]]]",,S1A_S6_RAW__0SVV_2023-07-31T19:51:32_2023-07-31T19:51:52_049672_05F914,False,,PT2,s1a-s6-raw-s-vv-20230731t195132-20230731t195152-049672-05f914.zarr,2023-07-31T19:51:32,2023-07-31T19:51:52,S1A,S6,VV,049672,05f914
"[[[55.6301, -22.0186], [56.3803, -21.8827], [55.9519, -20.3551], [55.2092, -20.4878], [55.6301, -22.0186]]]",,S1A_S6_RAW__0SVV_2023-08-17T14:53:33_2023-08-17T14:53:58_049916_060116,False,,PT2,s1a-s6-raw-s-vv-20230817t145333-20230817t145358-049916-060116.zarr,2023-08-17T14:53:33,2023-08-17T14:53:58,S1A,S6,VV,049916,060116
"[[[-12.6049, -38.8612], [-11.8892, -37.0656], [-12.7566, -36.8876], [-13.4924, -38.6766], [-12.6049, -38.8612]]]",,S1A_S6_RAW__0SVV_2023-08-24T05:59:00_2023-08-24T05:59:30_050013_06045B,False,,PT2,s1a-s6-raw-s-vv-20230824t055900-20230824t055930-050013-06045b.zarr,2023-08-24T05:59:00,2023-08-24T05:59:30,S1A,S6,VV,050013,06045b
"[[[145.5522, 17.3358], [146.2823, 17.4216], [145.9, 19.3978], [145.1612, 19.3133], [145.5522, 17.3358]]]",,S1A_S6_RAW__0SVV_2023-11-09T08:29:04_2023-11-09T08:29:36_051138_062ADD,False,,PT2,s1a-s6-raw-s-vv-20231109t082904-20231109t082936-051138-062add.zarr,2023-11-09T08:29:04,2023-11-09T08:29:36,S1A,S6,VV,051138,062add
"[[[-24.5553, 14.1235], [-23.8368, 14.2115], [-24.0807, 15.4586], [-24.8034, 15.3716], [-24.5553, 14.1235]]]",,S1A_S6_RAW__0SVV_2023-11-16T19:51:34_2023-11-16T19:51:55_051247_062EA3,False,,PT2,s1a-s6-raw-s-vv-20231116t195134-20231116t195155-051247-062ea3.zarr,2023-11-16T19:51:34,2023-11-16T19:51:55,S1A,S6,VV,051247,062ea3
"[[[-46.4491, -24.7332], [-45.6834, -24.5912], [-46.219, -22.7699], [-46.9742, -22.9078], [-46.4491, -24.7332]]]",,S1A_S6_RAW__0SVV_2023-12-01T21:44:13_2023-12-01T21:44:44_051466_063635,False,,PT2,s1a-s6-raw-s-vv-20231201t214413-20231201t214444-051466-063635.zarr,2023-12-01T21:44:13,2023-12-01T21:44:44,S1A,S6,VV,051466,063635
"[[[-88.0214, 40.7527], [-87.6792, 42.2987], [-88.6275, 42.3766], [-88.9469, 40.8304], [-88.0214, 40.7527]]]",,S1A_S6_RAW__0SVV_2023-12-12T11:55:30_2023-12-12T11:55:55_051621_063BA8,False,,PT2,s1a-s6-raw-s-vv-20231212t115530-20231212t115555-051621-063ba8.zarr,2023-12-12T11:55:30,2023-12-12T11:55:55,S1A,S6,VV,051621,063ba8
"[[[-5.7373, -17.384], [-5.2689, -15.5489], [-5.9914, -15.4256], [-6.4666, -17.2573], [-5.7373, -17.384]]]",,S1A_S6_RAW__0SVV_2024-01-03T05:52:56_2024-01-03T05:53:27_051938_064680,False,,PT2,s1a-s6-raw-s-vv-20240103t055256-20240103t055327-051938-064680.zarr,2024-01-03T05:52:56,2024-01-03T05:53:27,S1A,S6,VV,051938,064680
"[[[-88.0192, 40.7528], [-87.6768, 42.2988], [-88.6252, 42.3767], [-88.9447, 40.8306], [-88.0192, 40.7528]]]",,S1A_S6_RAW__0SVV_2024-01-05T11:55:28_2024-01-05T11:55:54_051971_0647AE,False,,PT2,s1a-s6-raw-s-vv-20240105t115528-20240105t115554-051971-0647ae.zarr,2024-01-05T11:55:28,2024-01-05T11:55:54,S1A,S6,VV,051971,0647ae
"[[[-46.4487, -24.733], [-45.683, -24.5909], [-46.2185, -22.7697], [-46.9737, -22.9076], [-46.4487, -24.733]]]",,S1A_S6_RAW__0SVV_2024-01-06T21:44:11_2024-01-06T21:44:42_051991_064863,False,,PT2,s1a-s6-raw-s-vv-20240106t214411-20240106t214442-051991-064863.zarr,2024-01-06T21:44:11,2024-01-06T21:44:42,S1A,S6,VV,051991,064863
"[[[55.6302, -22.0186], [56.3805, -21.8827], [55.952, -20.3551], [55.2094, -20.4878], [55.6302, -22.0186]]]",,S1A_S6_RAW__0SVV_2024-02-01T14:53:30_2024-02-01T14:53:56_052366_06550C,False,,PT2,s1a-s6-raw-s-vv-20240201t145330-20240201t145356-052366-06550c.zarr,2024-02-01T14:53:30,2024-02-01T14:53:56,S1A,S6,VV,052366,06550c
"[[[145.251, 18.8478], [145.9876, 18.9325], [145.6305, 20.7834], [144.885, 20.6997], [145.251, 18.8478]]]",,S1A_S6_RAW__0SVV_2024-02-13T08:29:50_2024-02-13T08:30:21_052538_065AD0,False,,PT2,s1a-s6-raw-s-vv-20240213t082950-20240213t083021-052538-065ad0.zarr,2024-02-13T08:29:50,2024-02-13T08:30:21,S1A,S6,VV,052538,065ad0
"[[[-24.5555, 14.1237], [-23.837, 14.2117], [-24.0809, 15.4589], [-24.8036, 15.3718], [-24.5555, 14.1237]]]",,S1A_S6_RAW__0SVV_2024-03-03T19:51:31_2024-03-03T19:51:51_052822_066482,False,,PT2,s1a-s6-raw-s-vv-20240303t195131-20240303t195151-052822-066482.zarr,2024-03-03T19:51:31,2024-03-03T19:51:51,S1A,S6,VV,052822,066482
"[[[145.257, 18.8477], [145.9936, 18.9324], [145.6366, 20.7833], [144.8911, 20.6996], [145.257, 18.8477]]]",,S1A_S6_RAW__0SVV_2024-04-13T08:29:25_2024-04-13T08:29:58_053413_067A9F,False,,PT2,s1a-s6-raw-s-vv-20240413t082925-20240413t082958-053413-067a9f.zarr,2024-04-13T08:29:25,2024-04-13T08:29:58,S1A,S6,VV,053413,067a9f
"[[[145.257, 18.8477], [145.9936, 18.9324], [145.6366, 20.7833], [144.8911, 20.6996], [145.257, 18.8477]]]",,S1A_S6_RAW__0SVV_2024-04-13T08:29:50_2024-04-13T08:30:20_053413_067A9F,False,,PT2,s1a-s6-raw-s-vv-20240413t082950-20240413t083020-053413-067a9f.zarr,2024-04-13T08:29:50,2024-04-13T08:30:20,S1A,S6,VV,053413,067a9f
"[[[145.5515, 17.3354], [146.2815, 17.4211], [145.8993, 19.3974], [145.1606, 19.3129], [145.5515, 17.3354]]]",,S1A_S6_RAW__0SVV_2024-06-12T08:29:01_2024-06-12T08:29:33_054288_069A8E,False,,PT2,s1a-s6-raw-s-vv-20240612t082901-20240612t082933-054288-069a8e.zarr,2024-06-12T08:29:01,2024-06-12T08:29:33,S1A,S6,VV,054288,069a8e
"[[[55.6297, -22.0242], [56.3801, -21.8884], [55.9516, -20.3608], [55.209, -20.4934], [55.6297, -22.0242]]]",,S1A_S6_RAW__0SVV_2024-06-24T14:53:30_2024-06-24T14:53:56_054466_06A0C0,False,,PT2,s1a-s6-raw-s-vv-20240624t145330-20240624t145356-054466-06a0c0.zarr,2024-06-24T14:53:30,2024-06-24T14:53:56,S1A,S6,VV,054466,06a0c0
"[[[55.6288, -22.0194], [56.3791, -21.8836], [55.9507, -20.356], [55.2081, -20.4886], [55.6288, -22.0194]]]",,S1A_S6_RAW__0SVV_2024-07-06T14:53:30_2024-07-06T14:53:55_054641_06A6D5,False,,PT2,s1a-s6-raw-s-vv-20240706t145330-20240706t145355-054641-06a6d5.zarr,2024-07-06T14:53:30,2024-07-06T14:53:55,S1A,S6,VV,054641,06a6d5
"[[[145.5517, 17.3356], [146.2817, 17.4213], [145.8995, 19.3976], [145.1608, 19.3131], [145.5517, 17.3356]]]",,S1A_S6_RAW__0SVV_2024-07-18T08:28:59_2024-07-18T08:29:32_054813_06ACC5,False,,PT2,s1a-s6-raw-s-vv-20240718t082859-20240718t082932-054813-06acc5.zarr,2024-07-18T08:28:59,2024-07-18T08:29:32,S1A,S6,VV,054813,06acc5
"[[[-24.5543, 14.123], [-23.8358, 14.2109], [-24.0797, 15.4581], [-24.8024, 15.371], [-24.5543, 14.123]]]",,S1A_S6_RAW__0SVV_2024-08-18T19:51:30_2024-08-18T19:51:50_055272_06BD0C,False,,PT2,s1a-s6-raw-s-vv-20240818t195130-20240818t195150-055272-06bd0c.zarr,2024-08-18T19:51:30,2024-08-18T19:51:50,S1A,S6,VV,055272,06bd0c
"[[[-88.0192, 40.7524], [-87.6769, 42.2985], [-88.6252, 42.3764], [-88.9446, 40.8302], [-88.0192, 40.7524]]]",,S1A_S6_RAW__0SVV_2024-09-01T11:55:26_2024-09-01T11:55:52_055471_06C461,False,,PT2,s1a-s6-raw-s-vv-20240901t115526-20240901t115552-055471-06c461.zarr,2024-09-01T11:55:26,2024-09-01T11:55:52,S1A,S6,VV,055471,06c461
"[[[145.2516, 18.8478], [145.9881, 18.9326], [145.6312, 20.7834], [144.8857, 20.6998], [145.2516, 18.8478]]]",,S1A_S6_RAW__0SVV_2024-11-15T08:29:25_2024-11-15T08:29:58_056563_06EF96,False,,PT2,s1a-s6-raw-s-vv-20241115t082925-20241115t082958-056563-06ef96.zarr,2024-11-15T08:29:25,2024-11-15T08:29:58,S1A,S6,VV,056563,06ef96
"[[[-12.6031, -38.8617], [-11.8875, -37.0661], [-12.7548, -36.8881], [-13.4906, -38.6772], [-12.6031, -38.8617]]]",,S1A_S6_RAW__0SVV_2024-11-22T05:58:56_2024-11-22T05:59:27_056663_06F3A4,False,,PT2,s1a-s6-raw-s-vv-20241122t055856-20241122t055927-056663-06f3a4.zarr,2024-11-22T05:58:56,2024-11-22T05:59:27,S1A,S6,VV,056663,06f3a4
"[[[145.5517, 17.3357], [146.2818, 17.4214], [145.8995, 19.3977], [145.1608, 19.3132], [145.5517, 17.3357]]]",,S1A_S6_RAW__0SVV_2024-11-27T08:28:59_2024-11-27T08:29:32_056738_06F697,False,,PT2,s1a-s6-raw-s-vv-20241127t082859-20241127t082932-056738-06f697.zarr,2024-11-27T08:28:59,2024-11-27T08:29:32,S1A,S6,VV,056738,06f697
"[[[145.252, 18.8473], [145.9886, 18.932], [145.6317, 20.7829], [144.8862, 20.6992], [145.252, 18.8473]]]",,S1A_S6_RAW__0SVV_2025-01-02T08:29:46_2025-01-02T08:30:17_057263_070B5A,False,,PT2,s1a-s6-raw-s-vv-20250102t082946-20250102t083017-057263-070b5a.zarr,2025-01-02T08:29:46,2025-01-02T08:30:17,S1A,S6,VV,057263,070b5a
"[[[-24.5535, 14.1237], [-23.835, 14.2117], [-24.0788, 15.4589], [-24.8016, 15.3718], [-24.5535, 14.1237]]]",,S1A_S6_RAW__0SVV_2025-01-09T19:51:26_2025-01-09T19:51:46_057372_070FAD,False,,PT2,s1a-s6-raw-s-vv-20250109t195126-20250109t195146-057372-070fad.zarr,2025-01-09T19:51:26,2025-01-09T19:51:46,S1A,S6,VV,057372,070fad
"[[[145.5507, 17.3358], [146.2808, 17.4216], [145.8985, 19.3978], [145.1597, 19.3134], [145.5507, 17.3358]]]",,S1A_S6_RAW__0SVV_2025-01-26T08:28:54_2025-01-26T08:29:27_057613_07193C,False,,PT2,s1a-s6-raw-s-vv-20250126t082854-20250126t082927-057613-07193c.zarr,2025-01-26T08:28:54,2025-01-26T08:29:27,S1A,S6,VV,057613,07193c
"[[[145.5498, 17.3359], [146.2799, 17.4216], [145.8976, 19.3979], [145.1588, 19.3134], [145.5498, 17.3359]]]",,S1A_S6_RAW__0SVV_2025-02-07T08:28:54_2025-02-07T08:29:27_057788_072028,False,,PT2,s1a-s6-raw-s-vv-20250207t082854-20250207t082927-057788-072028.zarr,2025-02-07T08:28:54,2025-02-07T08:29:27,S1A,S6,VV,057788,072028
"[[[-46.4491, -24.7334], [-45.6834, -24.5914], [-46.2189, -22.7702], [-46.9742, -22.908], [-46.4491, -24.7334]]]",,S1A_S6_RAW__0SVV_2025-03-13T21:44:03_2025-03-13T21:44:34_058291_073495,False,,PT2,s1a-s6-raw-s-vv-20250313t214403-20250313t214434-058291-073495.zarr,2025-03-13T21:44:03,2025-03-13T21:44:34,S1A,S6,VV,058291,073495
"[[[-97.1206, 5.9771], [-96.7168, 7.953], [-97.4196, 8.0459], [-97.8203, 6.0719], [-97.1206, 5.9771]]]",,S1A_S6_RAW__0SVV_2025-04-22T12:12:38_2025-04-22T12:13:11_058869_074BEA,False,,PT2,s1a-s6-raw-s-vv-20250422t121238-20250422t121311-058869-074bea.zarr,2025-04-22T12:12:38,2025-04-22T12:13:11,S1A,S6,VV,058869,074bea
"[[[-99.0335, -3.0647], [-98.6055, -1.0929], [-99.3011, -0.9907], [-99.7299, -2.9601], [-99.0335, -3.0647]]]",,S1A_S6_RAW__0SVV_2025-04-22T12:15:08_2025-04-22T12:15:41_058869_074BEA,False,,PT2,s1a-s6-raw-s-vv-20250422t121508-20250422t121541-058869-074bea.zarr,2025-04-22T12:15:08,2025-04-22T12:15:41,S1A,S6,VV,058869,074bea
"[[[46.0925, -12.8706], [46.8104, -12.76], [46.5937, -11.8208], [45.8784, -11.9305], [46.0925, -12.8706]]]",,S1A_S1_RAW__0SHH_2023-05-11T15:12:35_2023-05-11T15:12:51_048487_05D521,False,,PT4,s1a-s1-raw-s-hh-20230511t151235-20230511t151251-048487-05d521.zarr,2023-05-11T15:12:35,2023-05-11T15:12:51,S1A,S1,HH,048487,05d521
